103,G103,3,3,7,0,1,0,2,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
104,G104,3,3,7,3,0,0,0,1,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
105,G105,3,5,7,2,0,0,2,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
106,G106,3,7,7,3,1,0,0,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
107,G107,3,6,7,0,2,2,0,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
108,C108,3,3,3,0,0,2,1,1,1,1,0,65,66,200,200,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0;
109,C109,3,6,3,0,0,2,1,1,1,1,0,65,66,200,200,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0;
110,C110,3,3,3,1,0,2,0,0,0,0,0,67,68,200,200,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0;
111,C111,3,4,3,1,0,2,0,0,0,0,0,67,68,200,200,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0;
112,C112,3,3,3,0,2,0,1,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0;
113,C113,3,5,3,0,2,0,1,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0;
114,C114,3,6,3,0,2,0,1,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0;
115,C115,3,3,3,1,1,1,1,1,1,1,0,200,200,200,200,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0;
116,C116,3,6,3,1,1,1,1,1,1,1,0,200,200,200,200,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0;
117,C117,3,3,3,2,1,0,1,0,0,0,0,94,95,200,200,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0;
118,C118,3,5,3,2,1,0,1,0,0,0,0,94,95,200,200,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0;
119,CO119,3,3,4,1,0,0,1,0,1,0,0,71,72,73,200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0;
120,CO120,3,4,4,1,0,0,1,0,1,0,0,71,72,73,200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0;
121,CO121,3,3,4,0,1,0,0,1,0,0,0,74,75,76,200,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0;
122,CO122,3,6,4,0,1,0,0,1,0,0,0,74,75,76,200,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0;
123,CO123,3,4,4,0,0,2,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0;
124,CO124,3,6,4,0,0,2,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0;
125,CO125,3,3,4,0,2,0,1,0,0,0,0,90,91,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0;
126,CO126,3,5,4,0,2,0,1,0,0,0,0,90,91,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0;
127,CO127,3,7,4,0,2,0,1,0,0,0,0,90,91,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0;
128,M128,3,3,5,0,1,0,3,0,0,0,0,81,82,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
129,M129,3,7,5,0,1,0,3,0,0,0,0,81,82,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
130,M130,3,4,5,0,3,0,1,0,0,0,0,83,84,85,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
131,M131,3,5,5,0,3,0,1,0,0,0,0,83,84,85,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
132,M132,3,6,5,0,3,0,1,0,0,0,0,83,84,85,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
133,M133,3,3,5,2,0,0,1,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
134,M134,3,4,5,2,0,0,1,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
135,M135,3,7,5,2,0,0,1,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
136,M136,3,3,5,1,0,4,0,0,0,0,0,92,93,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
137,M137,3,5,5,1,0,4,0,0,0,0,0,92,93,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0;
138,S138,3,3,6,0,0,2,0,0,1,1,0,90,91,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
139,S139,3,6,6,0,0,2,0,0,1,1,0,90,91,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
140,S140,3,3,6,0,0,0,2,1,1,0,0,92,93,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;
141,S141,3,7,6,0,0,0,2,1,1,0,0,92,93,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;
142,S142,3,3,6,2,0,0,0,1,0,1,0,94,95,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;
143,S143,3,4,6,2,0,0,0,1,0,1,0,94,95,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;
144,S144,3,3,6,0,3,0,0,1,0,0,0,96,97,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
145,S145,3,7,6,0,3,0,0,1,0,0,0,96,97,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
146,S146,3,3,6,1,0,0,0,0,1,1,0,96,97,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;
147,S147,3,5,6,1,0,0,0,0,1,1,0,96,97,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;
